0,001000	0,944436
0,002000	-0,449755
0,003000	1,160415
0,004000	2,776902
0,005000	2,697541
0,006000	2,783233
0,007000	4,922452
0,008000	3,878534
0,009000	5,030812
0,010000	4,707305
0,011000	5,978696
0,012000	6,720756
0,013000	8,337238
0,014000	8,185183
0,015000	6,515715
0,016000	7,141678
0,017000	7,809091
0,018000	9,215659
0,019000	10,703991
0,020000	10,221266
0,021000	10,105094
0,022000	11,521334
0,023000	10,574082
0,024000	9,869222
0,025000	9,058624
0,026000	8,158694
0,027000	10,146215
0,028000	9,659371
0,029000	11,401394
0,030000	8,507357
0,031000	10,714169
0,032000	9,233785
0,033000	7,098493
0,034000	8,724962
0,035000	8,218737
0,036000	7,529067
0,037000	8,987643
0,038000	5,867457
0,039000	7,520757
0,040000	7,248975
0,041000	5,922971
0,042000	5,512352
0,043000	5,310325
0,044000	4,005589
0,045000	3,660800
0,046000	3,706665
0,047000	1,837326
0,048000	2,665099
0,049000	-0,585404
0,050000	0,022867
0,051000	0,650566
0,052000	0,055289
0,053000	-1,745039
0,054000	0,780432
0,055000	-3,093113
0,056000	-2,820644
0,057000	-3,448710
0,058000	-4,002235
0,059000	-5,251970
0,060000	-5,163756
0,061000	-6,337070
0,062000	-6,201058
0,063000	-6,810694
0,064000	-6,675977
0,065000	-4,889411
0,066000	-8,368638
0,067000	-7,378894
0,068000	-7,904338
0,069000	-9,407771
0,070000	-8,937284
0,071000	-10,984613
0,072000	-9,640588
0,073000	-10,385672
0,074000	-9,885166
0,075000	-9,830299
0,076000	-9,821310
0,077000	-9,644055
0,078000	-10,968400
0,079000	-10,006666
0,080000	-9,223144
0,081000	-9,575498
0,082000	-10,013956
0,083000	-7,374043
0,084000	-8,477252
0,085000	-8,376612
0,086000	-7,671866
0,087000	-8,697083
0,088000	-6,979378
0,089000	-6,223710
0,090000	-6,002110
0,091000	-2,637622
0,092000	-6,181765
0,093000	-3,352311
0,094000	-5,056916
0,095000	-3,849486
0,096000	-2,872324
0,097000	-2,208432
0,098000	-3,302052
0,099000	-0,863115
0,100000	0,190395
67


